SourceFile,SourceFolder,SourceSubFolder,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Data_File,FileName,Temperature_SN,Conductivity_SN,No. of Parameters,No. of Records
22-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,20.8585,65.377417,22-02-2013 08:14,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\22-02-2013.hdr,3332.0,3332.0,,
23-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,19.634633,66.177583,23-02-2013 08:19,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\23-02-2013.hdr,3332.0,3332.0,,
24-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,17.834417,68.302817,24-02-2013 08:32,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\24-02-2013.hdr,3332.0,3332.0,,
25-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,16.63205,70.932883,25-02-2013 08:03,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\25-02-2013.hdr,3332.0,3332.0,,
19-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,15.933983,72.531233,19-02-2013 08:15,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\19-02-2013.hex,3332.0,3332.0,8.0,2819.0
20-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,17.73155,68.9578,20-02-2013 07:45,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\20-02-2013.hex,3332.0,3332.0,8.0,2892.0
21-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,20.329767,65.883383,21-02-2013 07:52,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\21-02-2013.hex,3332.0,3332.0,8.0,2919.0
22-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,20.8585,65.377417,22-02-2013 08:14,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\22-02-2013.hex,3332.0,3332.0,8.0,2888.0
23-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,19.634633,66.177583,23-02-2013 08:19,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\23-02-2013.hex,3332.0,3332.0,8.0,2902.0
24-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,17.834417,68.302817,24-02-2013 08:32,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\24-02-2013.hex,3332.0,3332.0,8.0,2821.0
25-02-2013.hdr,SK 303 TSG,Process,,ORV SAGAR KANYA,,,16.63205,70.932883,25-02-2013 08:03,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\25-02-2013.hex,3332.0,3332.0,8.0,1849.0
